178.211.139.123 - - [17/May/2025:01:39:03 +0000] "GET / HTTP/1.1" 404 187 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
103.224.53.7 - - [18/May/2025:00:44:42 +0000] "GET /automation.php HTTP/1.1" 200 997 "https://ww2.ktp.digital/smallbiz.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
103.224.53.7 - - [18/May/2025:00:44:45 +0000] "GET /about.php HTTP/1.1" 200 1101 "https://ww2.ktp.digital/automation.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
103.224.53.7 - - [18/May/2025:00:44:53 +0000] "GET / HTTP/1.1" 200 1880 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
103.224.53.7 - - [18/May/2025:00:46:21 +0000] "GET / HTTP/1.1" 200 1880 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
103.224.53.7 - - [18/May/2025:00:46:25 +0000] "GET / HTTP/1.1" 200 1880 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
20.221.68.115 - - [18/May/2025:00:47:07 +0000] "MGLNDD_66.96.86.109_443" 400 157 "-" "-"
103.224.53.7 - - [18/May/2025:00:47:19 +0000] "GET / HTTP/1.1" 200 1880 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1"
103.224.53.7 - - [18/May/2025:00:47:20 +0000] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 125 "-" "NetworkingExtension/8621.1.15.10.7 Network/4277.102.4 iOS/18.4.1"
103.224.53.7 - - [18/May/2025:00:47:20 +0000] "GET /favicon.ico HTTP/1.1" 404 125 "-" "NetworkingExtension/8621.1.15.10.7 Network/4277.102.4 iOS/18.4.1"
103.224.53.7 - - [18/May/2025:00:47:20 +0000] "GET /apple-touch-icon.png HTTP/1.1" 404 125 "-" "NetworkingExtension/8621.1.15.10.7 Network/4277.102.4 iOS/18.4.1"
103.224.53.7 - - [18/May/2025:00:53:51 +0000] "GET / HTTP/1.1" 200 1880 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
103.224.53.7 - - [18/May/2025:00:57:20 +0000] "GET / HTTP/1.1" 200 1931 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
103.224.53.7 - - [18/May/2025:11:09:26 +1000] "GET / HTTP/1.1" 200 1931 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
45.79.211.97 - - [18/May/2025:11:17:14 +1000] "GET / HTTP/1.1" 400 255 "-" "Mozilla/5.0 zgrab/0.x"
103.224.53.7 - - [18/May/2025:11:25:35 +1000] "GET / HTTP/1.1" 200 1931 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
103.224.53.7 - - [18/May/2025:11:25:37 +1000] "GET / HTTP/1.1" 200 1931 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
79.124.58.198 - - [18/May/2025:11:37:47 +1000] "GET /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 187 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
23.137.105.165 - - [18/May/2025:11:43:32 +1000] "GET /favicon.ico HTTP/1.1" 404 125 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36"
188.124.37.76 - - [18/May/2025:11:44:01 +1000] "GET / HTTP/1.1" 200 1933 "-" "python-requests/2.32.3"
188.124.37.76 - - [18/May/2025:11:44:01 +1000] "GET /guacamole HTTP/1.1" 404 125 "-" "python-requests/2.32.3"
103.224.53.7 - - [18/May/2025:11:56:01 +1000] "GET / HTTP/1.1" 200 1933 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1"
103.224.53.7 - - [18/May/2025:11:56:02 +1000] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 125 "-" "NetworkingExtension/8621.1.15.10.7 Network/4277.102.4 iOS/18.4.1"
103.224.53.7 - - [18/May/2025:11:56:02 +1000] "GET /favicon.ico HTTP/1.1" 404 125 "-" "NetworkingExtension/8621.1.15.10.7 Network/4277.102.4 iOS/18.4.1"
103.224.53.7 - - [18/May/2025:11:56:02 +1000] "GET /apple-touch-icon.png HTTP/1.1" 404 125 "-" "NetworkingExtension/8621.1.15.10.7 Network/4277.102.4 iOS/18.4.1"
103.224.53.7 - - [18/May/2025:11:56:12 +1000] "GET /about.php HTTP/1.1" 200 1128 "https://ww2.ktp.digital/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1"
103.224.53.7 - - [18/May/2025:11:56:17 +1000] "GET /apple-touch-icon.png HTTP/1.1" 404 125 "-" "NetworkingExtension/8621.1.15.10.7 Network/4277.102.4 iOS/18.4.1"
103.224.53.7 - - [18/May/2025:11:56:17 +1000] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 125 "-" "NetworkingExtension/8621.1.15.10.7 Network/4277.102.4 iOS/18.4.1"
103.224.53.7 - - [18/May/2025:11:56:17 +1000] "GET /favicon.ico HTTP/1.1" 404 125 "-" "NetworkingExtension/8621.1.15.10.7 Network/4277.102.4 iOS/18.4.1"
103.224.53.7 - - [18/May/2025:11:58:07 +1000] "GET / HTTP/1.1" 200 1305 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
103.224.53.7 - - [18/May/2025:11:58:24 +1000] "GET /about.php HTTP/1.1" 200 1128 "https://ww2.ktp.digital/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
103.224.53.7 - - [18/May/2025:11:58:25 +1000] "GET /contact.php HTTP/1.1" 200 933 "https://ww2.ktp.digital/about.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
103.224.53.7 - - [18/May/2025:11:58:27 +1000] "GET /enterprise.php HTTP/1.1" 200 1052 "https://ww2.ktp.digital/contact.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
103.224.53.7 - - [18/May/2025:11:58:29 +1000] "GET /smallbiz.php HTTP/1.1" 200 1002 "https://ww2.ktp.digital/enterprise.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
103.224.53.7 - - [18/May/2025:11:58:31 +1000] "GET /automation.php HTTP/1.1" 200 1022 "https://ww2.ktp.digital/smallbiz.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
103.224.53.7 - - [18/May/2025:11:58:33 +1000] "GET /about.php HTTP/1.1" 200 1128 "https://ww2.ktp.digital/automation.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
103.224.53.7 - - [18/May/2025:11:58:36 +1000] "GET /index.php HTTP/1.1" 200 1305 "https://ww2.ktp.digital/about.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
79.124.58.198 - - [18/May/2025:12:04:59 +1000] "GET /?XDEBUG_SESSION_START=phpstorm HTTP/1.1" 200 1305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
103.224.53.7 - - [18/May/2025:12:05:30 +1000] "GET / HTTP/1.1" 200 1305 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1"
103.224.53.7 - - [18/May/2025:12:05:30 +1000] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 125 "-" "NetworkingExtension/8621.1.15.10.7 Network/4277.102.4 iOS/18.4.1"
103.224.53.7 - - [18/May/2025:12:05:31 +1000] "GET /apple-touch-icon.png HTTP/1.1" 404 125 "-" "NetworkingExtension/8621.1.15.10.7 Network/4277.102.4 iOS/18.4.1"
103.224.53.7 - - [18/May/2025:12:05:31 +1000] "GET /favicon.ico HTTP/1.1" 404 125 "-" "NetworkingExtension/8621.1.15.10.7 Network/4277.102.4 iOS/18.4.1"
103.224.53.7 - - [18/May/2025:12:05:37 +1000] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 125 "-" "NetworkingExtension/8621.1.15.10.7 Network/4277.102.4 iOS/18.4.1"
103.224.53.7 - - [18/May/2025:12:05:37 +1000] "GET /apple-touch-icon.png HTTP/1.1" 404 125 "-" "NetworkingExtension/8621.1.15.10.7 Network/4277.102.4 iOS/18.4.1"
103.224.53.7 - - [18/May/2025:12:05:37 +1000] "GET /favicon.ico HTTP/1.1" 404 125 "-" "NetworkingExtension/8621.1.15.10.7 Network/4277.102.4 iOS/18.4.1"
91.84.87.137 - - [18/May/2025:12:10:09 +1000] "GET / HTTP/1.1" 200 1305 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
91.84.87.137 - - [18/May/2025:12:10:09 +1000] "GET /js/lkk_ch.js HTTP/1.1" 404 187 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
91.84.87.137 - - [18/May/2025:12:10:10 +1000] "GET /js/twint_ch.js HTTP/1.1" 404 187 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
70.39.75.187 - - [18/May/2025:12:12:10 +1000] "GET /.env HTTP/1.1" 404 125 "-" "Mozilla/5.0; Keydrop.io/1.0(onlyscans.com/about);"
70.39.75.187 - - [18/May/2025:12:12:11 +1000] "GET /.env HTTP/1.1" 400 255 "-" "Mozilla/5.0; Keydrop.io/1.0(onlyscans.com/about);"
70.39.75.187 - - [18/May/2025:12:12:12 +1000] "GET /.git/config HTTP/1.1" 200 264 "-" "Mozilla/5.0; Keydrop.io/1.0(onlyscans.com/about);"
70.39.75.187 - - [18/May/2025:12:12:13 +1000] "GET /.git/config HTTP/1.1" 400 255 "-" "Mozilla/5.0; Keydrop.io/1.0(onlyscans.com/about);"
79.124.58.198 - - [18/May/2025:12:53:47 +1000] "GET /console/ HTTP/1.1" 404 187 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
103.224.53.7 - - [18/May/2025:13:04:24 +1000] "GET /index.php HTTP/1.1" 200 1305 "https://ww2.ktp.digital/about.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
103.224.53.7 - - [18/May/2025:13:05:08 +1000] "GET /test/test.php HTTP/1.1" 404 125 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
74.235.122.210 - - [18/May/2025:13:08:24 +1000] "GET /manager/text/list HTTP/1.1" 400 255 "-" "Mozilla/5.0 zgrab/0.x"
103.224.53.7 - - [18/May/2025:13:09:02 +1000] "GET /test/test.php HTTP/1.1" 404 125 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
103.224.53.7 - - [18/May/2025:13:09:07 +1000] "GET /test/test.php HTTP/1.1" 404 125 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
103.224.53.7 - - [18/May/2025:13:09:36 +1000] "GET /test/test.php HTTP/1.1" 404 125 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
23.27.145.109 - - [18/May/2025:13:13:30 +1000] "GET / HTTP/1.1" 200 1305 "-" "Mozilla/5.0 (X11; Linux i686; rv:109.0) Gecko/20100101 Firefox/120.0"
